RPT DATE,RPT NUM.,RIG,WELL NAME,JOB,RIG SUPERV,RIG PHONE,CONTRACTOR,ELEVATION,SPUD DATE,DFS,DOL,MD,PRESENT OPERATIONS,ACTIVITY PLANNED,Report_title,index,FROM,TO,HRS,PHASE,CODE,NPT,OPERATIONS,MD/TVD,24 HR FTG,HRS DRLG
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,45,06:00,09:30,3.5,Production Drilling,Drilling,,"PJSM, pre job safety meeting
Drill rotate, slide from  7,294' to 7,390'.   (96')  27.42 FPH, WOB  40-60, 50 rpm, 558 gpm
Last Survey MD: 7320' INC: 65.54° AZM: 102.49° TVD: 7030.84' VS: 748.12' DLS: 5.21
Curve EOB MD 7,262,",7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,46,09:30,10:30,1.0,Production Drilling,Cond Mud & Circ,,"Circulate for temperature while building dry pill ,  Pump dry pill",7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,47,10:30,12:30,2.0,Production Drilling,Trips,,Trip out of hole to 5810',7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,48,12:30,13:30,1.0,Production Drilling,Cond Mud & Circ,,"Circulate for temperature while building dry pill ,  Pump dry pill",7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,49,13:30,17:30,4.0,Production Drilling,Trips,,"Trip out of hole 
Lay down 4 joints of Drill Pipe  to be  hard banded.
Lay down 5 drill collars",7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,50,17:30,19:00,1.5,Production Drilling,Dir Work,,"Lay down BHA # 23, Break out bit",7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,51,19:00,19:30,0.5,Production Drilling,Lubricate Rig,,Service Rig,7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,52,19:30,22:00,2.5,Production Drilling,Trips,,"Reamer Assembly
Reed Hycalog 8 3/4"" bit, near bit roller reamer, drill collar, roller reamer, heavy weight drill pipe, string mill, jars, 
heavy weight drill pipe. 
Trip in hole.",7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,53,22:00,22:30,0.5,Production Drilling,Cond Mud & Circ,,"Circulate for temperature at 5,240'",7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,54,22:30,23:00,0.5,Production Drilling,Trips,,"Trip in hole to 5,634'",7390.0,96.0,3.5
 11/30/2020,42, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,31.0,41,, REAMING CURVE," REAM CURVE, TRIP OUT OF HOLE RUN GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_11302020_11302020_16_1_reporttmp.pdf,55,23:00,06:00,7.0,Production Drilling,Reaming,,"Ream from 5,634' to  6,263'  
Rotary  60 rpm to 80 rpm
Weight on  bit  form 0 - 3,000 lbs 
Torque ranges from  3500 - 5400 FTLBS",7390.0,96.0,3.5
 12/01/2020,43, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,32.0,42,, TRIP IN HOLE WITH GYRO BHA #25," FINISH TRIPPING IN HOLE WITH GYRO BHA, PULL OUT OF HOLE WITH GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12012020_12012020_18_reporttmp.pdf,45,06:00,17:00,11.0,Production Drilling,Reaming,,"PJSM
Ream from 6,263' to  7,148''  
Rotary  60 rpm to 80 rpm
Weight on  bit  form 0 - 3,000 lbs 
Torque ranges from  3500 - 5400 FTLBS",7390.0,,
 12/01/2020,43, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,32.0,42,, TRIP IN HOLE WITH GYRO BHA #25," FINISH TRIPPING IN HOLE WITH GYRO BHA, PULL OUT OF HOLE WITH GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12012020_12012020_18_reporttmp.pdf,46,17:00,17:30,0.5,Production Drilling,Lubricate Rig,,Service Rig,7390.0,,
 12/01/2020,43, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,32.0,42,, TRIP IN HOLE WITH GYRO BHA #25," FINISH TRIPPING IN HOLE WITH GYRO BHA, PULL OUT OF HOLE WITH GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12012020_12012020_18_reporttmp.pdf,47,17:30,20:30,3.0,Production Drilling,Reaming,,"Ream from 7,148' to  7,390'  
Rotary  60 rpm to 80 rpm
Weight on  bit  form 0 - 3,000 lbs 
Torque ranges from  3500 - 5400 FTLBS",7390.0,,
 12/01/2020,43, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,32.0,42,, TRIP IN HOLE WITH GYRO BHA #25," FINISH TRIPPING IN HOLE WITH GYRO BHA, PULL OUT OF HOLE WITH GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12012020_12012020_18_reporttmp.pdf,48,20:30,21:00,0.5,Production Drilling,Cond Mud & Circ,,"Circulate for temperature  while building dry pill, Pump dry pill",7390.0,,
 12/01/2020,43, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,32.0,42,, TRIP IN HOLE WITH GYRO BHA #25," FINISH TRIPPING IN HOLE WITH GYRO BHA, PULL OUT OF HOLE WITH GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12012020_12012020_18_reporttmp.pdf,49,21:00,23:00,2.0,Production Drilling,Trips,,"Short trip out of hole to 5,655', Trip back to bottom",7390.0,,
 12/01/2020,43, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,32.0,42,, TRIP IN HOLE WITH GYRO BHA #25," FINISH TRIPPING IN HOLE WITH GYRO BHA, PULL OUT OF HOLE WITH GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12012020_12012020_18_reporttmp.pdf,50,23:00,23:30,0.5,Production Drilling,Cond Mud & Circ,,"Circulate for temperature,  while building dry pill, Pump dry pill",7390.0,,
 12/01/2020,43, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,32.0,42,, TRIP IN HOLE WITH GYRO BHA #25," FINISH TRIPPING IN HOLE WITH GYRO BHA, PULL OUT OF HOLE WITH GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12012020_12012020_18_reporttmp.pdf,51,23:30,04:00,4.5,Production Drilling,Trips,,Trip  out of hole.  Lay down Reamer assembly BHA 24.,7390.0,,
 12/01/2020,43, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,32.0,42,, TRIP IN HOLE WITH GYRO BHA #25," FINISH TRIPPING IN HOLE WITH GYRO BHA, PULL OUT OF HOLE WITH GYRO SURVEY",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12012020_12012020_18_reporttmp.pdf,52,04:00,06:00,2.0,Production Drilling,Trips,,Pick up GYRO assembly and trip in hole with BHA 25,7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,45,06:00,09:00,3.0,Production Drilling,Trips,,Trip in hole with slick BHA  # 25 for gyro survey,7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,46,09:00,11:30,2.5,Production Drilling,Cond Mud & Circ,,Circulate for temperature and pump down Gyro tool,7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,47,11:30,16:30,5.0,Production Drilling,Trips,,"Trip out of hole with Gyro survey in place, Lay down Gyro tool",7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,48,16:30,18:30,2.0,Production Drilling,Trips,,"Trip in hole  with BHA # 26 to 5,254'",7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,49,18:30,19:30,1.0,Production Drilling,Cut off Drill Line,,Slip and Cut drill line,7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,50,19:30,20:30,1.0,Production Drilling,Trips,,"Trip in  hole with  BHA #26  to bottom 7,390'",7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,51,20:30,21:30,1.0,Production Drilling,Cond Mud & Circ,,"Circulate for for temperature, Pump dry pill",7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,52,21:30,00:30,3.0,Production Drilling,Trips,,Trip out of hole with BHA # 26,7390.0,,
 12/02/2020,44, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,33.0,43,, LOGGING WELL, COMPLETE LOGGING OPERATIONS.  PICK UP PACKER TO EXTENDED LEAK OFF TESTS,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12022020_12022020_12_reporttmp.pdf,53,00:30,06:00,5.5,Production Drilling,Wire Line Logs,,"Rig up Schlumberger and run in hole with UBI log to 7,085'
Logging",7390.0,,
 12/03/2020,45, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,34.0,44,, SETTING PACKER FOR  EXTENDED LEAK OFF TEST," COMPLETE EXTENDED LEAK OFF TEST, TRIP OUT WITH PACKER BHA, TRIP IN  HOLE DRILL TANGENT",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12032020_12032020_7_reporttmp.pdf,45,06:00,10:30,4.5,Production Drilling,Wire Line Logs,,Complete UBI Logging run. Rig Down Schlumberger,7390.0,,
 12/03/2020,45, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,34.0,44,, SETTING PACKER FOR  EXTENDED LEAK OFF TEST," COMPLETE EXTENDED LEAK OFF TEST, TRIP OUT WITH PACKER BHA, TRIP IN  HOLE DRILL TANGENT",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12032020_12032020_7_reporttmp.pdf,46,10:30,12:30,2.0,Production Drilling,Trips,,"Trip in hole with  BHA 27 to  5,083'",7390.0,,
 12/03/2020,45, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,34.0,44,, SETTING PACKER FOR  EXTENDED LEAK OFF TEST," COMPLETE EXTENDED LEAK OFF TEST, TRIP OUT WITH PACKER BHA, TRIP IN  HOLE DRILL TANGENT",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12032020_12032020_7_reporttmp.pdf,47,12:30,13:00,0.5,Production Drilling,Cond Mud & Circ,,Circulate for Temperature,7390.0,,
 12/03/2020,45, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,34.0,44,, SETTING PACKER FOR  EXTENDED LEAK OFF TEST," COMPLETE EXTENDED LEAK OFF TEST, TRIP OUT WITH PACKER BHA, TRIP IN  HOLE DRILL TANGENT",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12032020_12032020_7_reporttmp.pdf,48,13:00,14:00,1.0,Production Drilling,Trips,,"Trip in hole from 5,083' to 7,390'",7390.0,,
 12/03/2020,45, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,34.0,44,, SETTING PACKER FOR  EXTENDED LEAK OFF TEST," COMPLETE EXTENDED LEAK OFF TEST, TRIP OUT WITH PACKER BHA, TRIP IN  HOLE DRILL TANGENT",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12032020_12032020_7_reporttmp.pdf,49,14:00,19:00,5.0,Production Drilling,Cond Mud & Circ,,"Circulate for temperature,  Build dry pill, Pump dry pill",7390.0,,
 12/03/2020,45, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,34.0,44,, SETTING PACKER FOR  EXTENDED LEAK OFF TEST," COMPLETE EXTENDED LEAK OFF TEST, TRIP OUT WITH PACKER BHA, TRIP IN  HOLE DRILL TANGENT",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12032020_12032020_7_reporttmp.pdf,50,19:00,22:00,3.0,Production Drilling,Trips,,Trip out of hole with BHA 27,7390.0,,
 12/03/2020,45, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,34.0,44,, SETTING PACKER FOR  EXTENDED LEAK OFF TEST," COMPLETE EXTENDED LEAK OFF TEST, TRIP OUT WITH PACKER BHA, TRIP IN  HOLE DRILL TANGENT",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12032020_12032020_7_reporttmp.pdf,51,22:00,03:00,5.0,Production Drilling,Trips,,Pick up Test Packer and trip in  hole,7390.0,,
 12/03/2020,45, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,34.0,44,, SETTING PACKER FOR  EXTENDED LEAK OFF TEST," COMPLETE EXTENDED LEAK OFF TEST, TRIP OUT WITH PACKER BHA, TRIP IN  HOLE DRILL TANGENT",Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12032020_12032020_7_reporttmp.pdf,52,03:00,06:00,3.0,Production Drilling,Cond Mud & Circ,,Circulating while rigging up pump truck,7390.0,,
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,45,06:00,12:00,6.0,Production Drilling,Other,,"Proceed with Extended Leak off Test 
Packer at 7,325' 
Reach maximum allowable surface pressure
The decision was to  trip out of hole",7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,46,12:00,14:00,2.0,Production Drilling,Trips,,Trip out o hole to 5800',7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,47,14:00,15:00,1.0,Production Drilling,Cond Mud & Circ,,"Connect pump line to drill pipe
Pump truck pressured on and tool shifted
Circulate for temperature while making dry pill, pump dry pill",7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,48,15:00,18:30,3.5,Production Drilling,Trips,,Trip out of hole lay down packer BHA # 28,7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,49,18:30,19:30,1.0,Production Drilling,Trips,,"Lay down packer no indication of external failure
Lost two packer elements 
Break down sections of packer 
Lower port did not open",7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,50,19:30,23:30,4.0,Production Drilling,Trips,,"Pick up  BHA  # 29, to drill out lost packer elements 
Trip in hole to 7,108 MD
Establish  circulation 
Rotate and circulate to bottom 7,389'",7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,51,23:30,00:00,0.5,Production Drilling,Drilling,,"Drill from 7,389' to 7,390' 
Drilling on packer element",7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,52,00:00,01:00,1.0,Production Drilling,Cond Mud & Circ,,"Circulate all packer elements out of the hole 
Confirm well bore clean
Make up dry pill, pump dry pill",7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,53,01:00,04:00,3.0,Production Drilling,Trips,,Trip out of hole with Clean Out BHA 29.,7390.0,,0.5
 12/04/2020,46, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,35.0,45,, TRIPPING IN HOLE WITH DIRECTIONAL BHA # 30, CONTINUE TRIPPING IN HOLE WITH BHA # 30 AND DRILL TANGENT,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12042020_12042020_21_reporttmp.pdf,54,04:00,06:00,2.0,Production Drilling,Trips,,"Pick up  directional tangent  BHA  # 30 
Trip in hole",7390.0,,0.5
 12/05/2020,47, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W, Leroy S", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,36.0,46,," DRILLING TANGENT AT 7,990'", DRILL AHEAD,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12052020_12052020_10_reporttmp.pdf,45,06:00,08:30,2.5,Production Drilling,Trips,,"PJSM, pre job safety meeting with Frontier and DSM
Trip in hole with Directional Tangent Assembly BHA  # 30 to 7,390'",7990.0,600.0,21.0
 12/05/2020,47, Frontier Rig 16, FORGE 16A [78]-32, Drilling 65° Tangent," Paul S, Bob F, Duane W, Leroy S", 281-854-6858, Frontier Drilling,5415.1, 10/30/2020,36.0,46,," DRILLING TANGENT AT 7,990'", DRILL AHEAD,Utah_Forge_FORGE_16A_(78)-32_Drilling-C_12052020_12052020_10_reporttmp.pdf,46,08:30,15:00,6.5,Production Drilling,Drilling,,"Drill rotate and slide from 7,390' to  7,602', (212') 32.6 fph WOB 35 - 50,  50 -  70  RPM, 590 GPM
Rotate:  142'  (3.75  hrs). AVG ROP  37.8.' fph.
Slide:   70', (2.33 hrs.)  AVG ROP 30.0 fph.",7990.0,600.0,21.0
